x-men	standard/通常版	8	種2同題別作疑い(著者不一致)	isbn=9784884757403 date=1994-10 series_key=name:あまぎゆきかぜ|name:X-MEN s2au=渡辺健一/あまぎゆきかぜ
x-men-1994	standard/通常版	12	種2同題別作疑い(著者不一致)	isbn=9784796840125 date=1995-12-18 series_key=name:依田正一|name:X-MEN s2au=
x-men-1994	standard/通常版	2	種2同題別作疑い(著者不一致)	isbn=9784796873390 date=2023-02 series_key=name:ジョナサン・ヒックマン|name:X-MEN s2au=MaleevAlexander/高木亮
abashiri-ikka	bunkobon/文庫版	6	種2在(under-merge型)	isbn=9784253056564 date=1997-11-05 series_key=qid:Q551359|name:あばしり一家
anmitsuhime	bunkobon/文庫版	2	種2在(under-merge型)	isbn=None date=1952-12 series_key=qid:Q11386976|name:あんみつ姫
apollo-no-uta	standard/通常版	2	種2在(under-merge型)	isbn=9784087483048 date=1995-09 series_key=qid:Q193300|name:アポロの歌
asatarou-den	wideban/ワイド版	2	種2在(under-merge型)	isbn=9784834211023 date=1987-11 series_key=qid:Q11364491|name:朝太郎伝
asatarou-den	wideban/ワイド版	4	種2在(under-merge型)	isbn=None date=1979-03 series_key=qid:Q11364491|name:朝太郎伝
asatarou-den	wideban/ワイド版	5	種2在(under-merge型)	isbn=None date=1979-06 series_key=qid:Q11364491|name:朝太郎伝
atagoul	standard/通常版	5	種2在(under-merge型)	isbn=9784796204712 date=1998-01-07 series_key=qid:Q4531338|name:アタゴオル
atagoul	standard/通常版	6	種2在(under-merge型)	isbn=9784840100168 date=2000-01 series_key=qid:Q4531338|name:アタゴオル
atagoul	standard/通常版	7	種2在(under-merge型)	isbn=9784840100359 date=2000-02 series_key=qid:Q4531338|name:アタゴオル
atagoul	standard/通常版	8	種2在(under-merge型)	isbn=9784840100366 date=2000-02 series_key=qid:Q4531338|name:アタゴオル
barbara	standard/通常版	2	種2在(under-merge型)	isbn=9784061087460 date=1982-04-20 series_key=qid:Q193300|name:ばるぼら
bats-terry	wideban/ワイド版	1	種2在(under-merge型)	isbn=9784061728950 date=1983-05 series_key=qid:Q4022589|name:バツ＆テリー
bats-terry	wideban/ワイド版	3	種2在(under-merge型)	isbn=9784845822171 date=2002-03 series_key=qid:Q4022589|name:バツ＆テリー
black-angels	shinsoban/ジャンプC・セレクション(1989)	2	種2在(under-merge型)	isbn=None date=1982-09 series_key=qid:Q11483065|name:ブラック・エンジェルズ
bocchan-no-jidai	bunkobon/双葉文庫	3	種2在(under-merge型)	isbn=9784575307245 date=2014-08 series_key=name:関川夏央|name:『坊っちゃん』の時代
chou-diienuei-suit-furogguman	standard/通常版	2	種2在(under-merge型)	isbn=9784883324125 date=1996-03 series_key=qid:Q965600|name:超DNA戦士フロッグマン
densetsu-no-yarichin-vs-teppeki-no-shiriana	standard/通常版	2	種2在(under-merge型)	isbn=9784799761212 date=2023-02 series_key=name:ととふみ|name:伝説のヤリチンvs鉄壁の尻穴
densetsu-no-yarichin-vs-teppeki-no-shiriana	standard/通常版	3	種2在(under-merge型)	isbn=9784799765043 date=2023-12 series_key=name:ととふみ|name:伝説のヤリチンvs鉄壁の尻穴.
doyoubi-no-ehon	standard/通常版	3	種2在(under-merge型)	isbn=9784086170499 date=2002-06-23 series_key=qid:Q11478569|name:土曜日の絵本
dr-typhoon	wideban/ワイド版(1996)	1	種2在(under-merge型)	isbn=9784575810653 date=1986-04-28 series_key=name:高橋三千綱|name:Dr.タイフーン
dr-typhoon	wideban/ワイド版(1996)	4	種2在(under-merge型)	isbn=9784575810684 date=1986-11-18 series_key=name:高橋三千綱|name:Dr.タイフーン
dr-typhoon	wideban/ワイド版(1996)	7	種2在(under-merge型)	isbn=9784575810714 date=1987-06-23 series_key=name:高橋三千綱|name:Dr.タイフーン
esper-mami-1996-2	standard/通常版	3	種2在(under-merge型)	isbn=9784091423177 date=2017-04-02 series_key=qid:Q17572|name:エスパー魔美
furoagari-no-yozora-ni	deluxe/デラックス版	2	種2在(under-merge型)	isbn=9784061020368 date=1985-12-17 series_key=qid:Q11461282|name:風呂上がりの夜空に
furoagari-no-yozora-ni	deluxe/デラックス版	4	種2在(under-merge型)	isbn=9784061020719 date=1987-04-18 series_key=qid:Q11461282|name:風呂上がりの夜空に
fushigi-tobe-kun	standard/通常版	2	種2在(under-merge型)	isbn=9784086174176 date=1999-06-23 series_key=name:七三太朗|name:ふしぎトーボくん
gang-king	standard/通常版	28	種2在(under-merge型)	isbn=9784063930238 date=2016-08 series_key=qid:Q11534127|name:ギャングキング
gang-king	standard/通常版	29	種2在(under-merge型)	isbn=9784063931501 date=2017-03 series_key=qid:Q11534127|name:ギャングキング
hayou-no-ken	standard/通常版	2	種2在(under-merge型)	isbn=9784088625041 date=2000-08 series_key=qid:Q8917466|name:破妖の剣
heba-hello-chan	deluxe/デラックス版	1	種2在(under-merge型)	isbn=9784063132878 date=1992-04-09 series_key=qid:Q376174|name:へば!Helloちゃん
heba-hello-chan	deluxe/デラックス版	3	種2在(under-merge型)	isbn=9784063348637 date=2004-04 series_key=qid:Q376174|name:へば!Helloちゃん
kamui-gaiden	standard/通常版	13	種2在(under-merge型)	isbn=9784091900609 date=1989-01 series_key=qid:Q1358489|name:カムイ外伝
kamui-gaiden	standard/通常版	14	種2在(under-merge型)	isbn=9784091901910 date=1989-02 series_key=qid:Q1358489|name:カムイ外伝
kamui-gaiden	standard/通常版	16	種2在(under-merge型)	isbn=9784091901934 date=1989-04 series_key=qid:Q1358489|name:カムイ外伝
kinpeibai-watanabe-1995	standard/通常版	4	種2在(under-merge型)	isbn=9784575722932 date=2001-02 series_key=qid:Q1050794|name:金瓶梅
kirikiritei-no-buraun-sensei	standard/通常版	3	種2在(under-merge型)	isbn=9784789781633 date=1999-08 series_key=qid:Q11264757|name:きりきり亭のぶら雲先生
kirikiritei-no-buraun-sensei	standard/通常版	4	種2在(under-merge型)	isbn=9784789782654 date=2000-05 series_key=qid:Q11264757|name:きりきり亭のぶら雲先生
kirikiritei-no-buraun-sensei	standard/通常版	5	種2在(under-merge型)	isbn=9784789783262 date=2001-01 series_key=qid:Q11264757|name:きりきり亭のぶら雲先生
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	3	種2在(under-merge型)	isbn=9784063720938 date=2005-11-04 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	4	種2在(under-merge型)	isbn=9784063721485 date=2006-04-28 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	5	種2在(under-merge型)	isbn=9784063722086 date=2006-10-06 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	6	種2在(under-merge型)	isbn=9784063723427 date=2007-09-20 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	7	種2在(under-merge型)	isbn=9784063754216 date=2007-12-28 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	8	種2在(under-merge型)	isbn=9784063755718 date=2008-10-06 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
meitantei-yumemizu-kiyoshirou-jiken-note	deluxe/デラックス版	9	種2在(under-merge型)	isbn=9784063758306 date=2009-11-06 series_key=qid:Q3777311|name:名探偵夢水清志郎事件ノート
mobile-suit-z-gundam	standard/通常版	7	種2在(under-merge型)	isbn=9784764813250 date=1986-03 series_key=name:富野由悠季|name:機動戦士Zガンダム
mobile-suit-z-gundam	standard/通常版	8	種2在(under-merge型)	isbn=9784764813267 date=1986-03 series_key=name:富野由悠季|name:機動戦士Zガンダム
myououden-rei	deluxe/デラックス版	1	種2在(under-merge型)	isbn=9784063290356 date=2000-02 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	11	種2在(under-merge型)	isbn=9784063132366 date=1991-07 series_key=name:菊地としを|name:明王伝レイ
myououden-rei	deluxe/デラックス版	12	種2在(under-merge型)	isbn=9784063132588 date=1991-11 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	2	種2在(under-merge型)	isbn=9784063290363 date=2000-02 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	3	種2在(under-merge型)	isbn=9784063290370 date=2000-03 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	4	種2在(under-merge型)	isbn=9784063290387 date=2000-03 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	5	種2在(under-merge型)	isbn=9784061037892 date=1989-09-22 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	6	種2在(under-merge型)	isbn=9784063131208 date=1989-12 series_key=qid:Q11619700|name:明王伝レイ
myououden-rei	deluxe/デラックス版	7	種2在(under-merge型)	isbn=9784063131420 date=1990-04 series_key=name:菊地としを|name:明王伝レイ
nhk-sono-toki-rekishi-ga-ugoita	standard/通常版	2	種2在(under-merge型)	isbn=9784834250633 date=2002-05 series_key=qid:Q11481143|name:NHKその時歴史が動いた
ningen-shikkaku-ito-2010	standard/通常版	2	種2在(under-merge型)	isbn=9784107715425 date=2010-02 series_key=name:太宰治|name:人間失格
ninja-hattori-kun	standard/通常版	5	種2在(under-merge型)	isbn=None date=1982-11-25 series_key=name:藤子不二雄|name:忍者ハットリくん
ninja-hattori-kun	standard/通常版	6	種2在(under-merge型)	isbn=9784091404862 date=1983-05 series_key=name:藤子不二雄|name:忍者ハットリくん
ninja-hattori-kun	standard/通常版	7	種2在(under-merge型)	isbn=9784091404879 date=1983-07-25 series_key=name:藤子不二雄|name:忍者ハットリくん
ninja-hattori-kun	standard/通常版	8	種2在(under-merge型)	isbn=9784091404886 date=1983-12 series_key=name:藤子不二雄|name:忍者ハットリくん
ninja-hattori-kun	standard/通常版	9	種2在(under-merge型)	isbn=9784091404893 date=1984-03-25 series_key=name:藤子不二雄|name:忍者ハットリくん
platonic	standard/通常版	2	種2在(under-merge型)	isbn=9784864230605 date=2010-12 series_key=name:東宮千子|name:プラトニック
pokkapoka	standard/通常版	2	種2在(under-merge型)	isbn=9784087850024 date=1995-08 series_key=qid:Q11560265|name:ぽっかぽか
pokkapoka	standard/通常版	3	種2在(under-merge型)	isbn=9784087850031 date=1995-08 series_key=qid:Q11560265|name:ぽっかぽか
pokkapoka	standard/通常版	4	種2在(under-merge型)	isbn=9784081062249 date=2002-07-01 series_key=qid:Q11560265|name:ぽっかぽか
pokkapoka	standard/通常版	5	種2在(under-merge型)	isbn=9784087850192 date=1996-12-23 series_key=qid:Q11560265|name:ぽっかぽか
pokkapoka	standard/通常版	6	種2在(under-merge型)	isbn=9784087850420 date=1998-03-23 series_key=qid:Q11560265|name:ぽっかぽか
robot-santou-hei	standard/通常版	6	種2在(under-merge型)	isbn=None date=None series_key=qid:Q1883643|name:ロボット三等兵
seibonjinden	bunkobon/文庫版	7	種2在(under-merge型)	isbn=None date=None series_key=qid:Q431443|name:聖凡人伝
seibonjinden	standard/通常版	6	種2在(under-merge型)	isbn=9784091921567 date=1996-10 series_key=qid:Q431443|name:聖凡人伝
seibonjinden	standard/通常版	8	種2在(under-merge型)	isbn=None date=1977-10 series_key=qid:Q431443|name:聖凡人伝
seibonjinden	standard/通常版	9	種2在(under-merge型)	isbn=None date=1977-10-10 series_key=qid:Q431443|name:聖凡人伝
shinpan-himitsu-tantei-jieiei	bunkobon/文庫版	10	種2在(under-merge型)	isbn=None date=1977-02-15 series_key=qid:Q11517058|name:秘密探偵JA
shippo-ga-tomodachi	bunkobon/文庫版	1	種2在(under-merge型)	isbn=9784088621302 date=1989-06 series_key=qid:Q438368|name:シッポがともだち
shippo-ga-tomodachi	deluxe/デラックス版	2	種2在(under-merge型)	isbn=9784088621883 date=1991-05 series_key=qid:Q438368|name:シッポがともだち
shiro-no-fiorenteiina	bunkobon/文庫版	3	種2在(under-merge型)	isbn=9784887412521 date=1999-01 series_key=qid:Q11496375|name:白のフィオレンティーナ
shiro-no-fiorenteiina	bunkobon/文庫版	4	種2在(under-merge型)	isbn=9784887412811 date=1999-05 series_key=qid:Q11496375|name:白のフィオレンティーナ
shiro-no-fiorenteiina	bunkobon/文庫版	5	種2在(under-merge型)	isbn=9784887413177 date=1999-09 series_key=qid:Q11496375|name:白のフィオレンティーナ
shiro-no-fiorenteiina	bunkobon/文庫版	6	種2在(under-merge型)	isbn=9784887413436 date=1999-12 series_key=qid:Q11496375|name:白のフィオレンティーナ
shiro-no-fiorenteiina	bunkobon/文庫版	7	種2在(under-merge型)	isbn=9784887413726 date=2000-04 series_key=qid:Q11496375|name:白のフィオレンティーナ
shiro-no-fiorenteiina	bunkobon/文庫版	8	種2在(under-merge型)	isbn=9784887414020 date=2000-09 series_key=qid:Q11496375|name:白のフィオレンティーナ
tanpopo-san-no-uta	standard/通常版	3	種2在(under-merge型)	isbn=9784575725278 date=2004-09 series_key=qid:Q6666477|name:たんぽぽさんの詩
tiger-mask-nisei	standard/通常版	2	種2在(under-merge型)	isbn=9784063601343 date=2001-12 series_key=qid:Q1319237|name:タイガーマスク二世
wild-7	deluxe/デラックス版	10	種2在(under-merge型)	isbn=9784408612287 date=2003-07 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	11	種2在(under-merge型)	isbn=9784408612317 date=2003-08 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	12	種2在(under-merge型)	isbn=9784408612324 date=2003-08 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	17	種2在(under-merge型)	isbn=9784821186013 date=2008-05 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	18	種2在(under-merge型)	isbn=None date=1973-12-01 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	19	種2在(under-merge型)	isbn=9784821186181 date=2008-06 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	20	種2在(under-merge型)	isbn=9784199020438 date=1995-10 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	24	種2在(under-merge型)	isbn=9784821186709 date=2008-08 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	5	種2在(under-merge型)	isbn=9784197800605 date=2001-06 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	7	種2在(under-merge型)	isbn=9784408612256 date=2003-04 series_key=qid:Q11517058|name:ワイルド7
wild-7	deluxe/デラックス版	8	種2在(under-merge型)	isbn=9784408612263 date=2003-04 series_key=qid:Q11517058|name:ワイルド7
youma-no-fuuin	deluxe/デラックス版	1	種2在(under-merge型)	isbn=9784885705687 date=1989-06-09 series_key=qid:Q11620792|name:妖魔の封印
youma-no-fuuin	deluxe/デラックス版	2	種2在(under-merge型)	isbn=9784930787101 date=2000-04 series_key=qid:Q11620792|name:妖魔の封印
youma-no-fuuin	deluxe/デラックス版	4	種2在(under-merge型)	isbn=9784930787125 date=2000-06 series_key=qid:Q11620792|name:妖魔の封印
yume-maboroshi-no-gotoku	standard/通常版	5	種2在(under-merge型)	isbn=9784086188487 date=2009-05 series_key=qid:Q3325226|name:夢幻の如く
